,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
50,1982,51,2,0.060,262.98,28.81,37.28,33.05
51,1982,52,2,0.052,261.46,24.8,40.58,32.69
52,1983,01,2,0.047,261.06,22.59,37.65,30.12
53,1983,02,2,0.046,260.76,21.77,38.84,30.31
54,1983,03,2,0.048,260.46,23.88,42.62,33.25
55,1983,04,2,0.047,260.03,23.91,48.37,36.14
56,1983,05,2,0.045,259.89,23.88,53.61,38.74
57,1983,06,2,0.044,260.64,21.73,56.09,38.91
58,1983,07,2,0.043,261.37,18.82,60.67,39.74
59,1983,08,2,0.045,262.18,17.7,65.62,41.66
60,1983,09,2,0.051,264.19,18.8,64.25,41.52
61,1983,10,2,0.060,266.77,20.83,60.37,40.6
62,1983,11,2,0.072,270.11,23.25,52.83,38.04
63,1983,12,2,0.091,273.73,27.4,47.35,37.38
64,1983,13,2,0.117,277.61,33.75,41.17,37.46
65,1983,14,2,0.148,281.38,40.2,34.51,37.35
66,1983,15,2,0.183,284.34,44.93,32.9,38.91
67,1983,16,2,0.214,286.35,45.42,38.72,42.07
68,1983,17,2,0.250,288.73,46.86,41.24,44.05
69,1983,18,2,0.286,290.69,46.83,41.95,44.39
70,1983,19,2,0.322,292.16,46.04,42.63,44.33
71,1983,20,2,0.355,293.06,44.81,46.61,45.71
72,1983,21,2,0.377,293.49,40.02,51.7,45.86
73,1983,22,2,0.395,293.93,36.72,51.41,44.07
74,1983,23,2,0.402,293.87,29.67,56.51,43.09
75,1983,24,2,0.400,293.54,20.58,64.72,42.65
76,1983,25,2,0.398,293.89,17.09,65.86,41.48
77,1983,26,2,0.399,294.4,16.65,62.96,39.8
78,1983,27,2,0.397,294.69,17.36,62.53,39.95
79,1983,28,2,0.390,294.72,16.77,65.51,41.14
80,1983,29,2,0.377,294.78,15.2,68.44,41.82
81,1983,30,2,0.365,294.71,15.25,71.2,43.22
82,1983,31,2,0.360,294.52,17.15,72.05,44.6
83,1983,32,2,0.361,294.36,21.48,70.27,45.87
84,1983,33,2,0.359,294.05,26.17,65.36,45.77
85,1983,34,2,0.351,293.64,28.24,56.04,42.14
86,1983,35,2,0.345,293.3,33.79,43.33,38.56
87,1983,36,2,0.332,292.28,36.91,37.59,37.25
88,1983,37,2,0.313,290.86,38.77,36.06,37.41
89,1983,38,2,0.287,289.0,36.15,39.65,37.9
90,1983,39,2,0.257,286.37,30.62,50.84,40.73
91,1983,40,2,0.231,284.18,27.38,53.52,40.45
92,1983,41,2,0.204,281.76,23.92,57.49,40.71
93,1983,42,2,0.180,279.35,23.42,59.88,41.65
94,1983,43,2,0.154,276.92,23.9,57.11,40.51
95,1983,44,2,0.133,273.88,25.92,55.6,40.76
96,1983,45,2,0.110,270.1,24.49,60.19,42.34
97,1983,46,2,0.089,265.79,20.4,65.9,43.15
98,1983,47,2,0.074,263.22,18.01,63.06,40.53
99,1983,48,2,0.067,261.58,19.71,59.25,39.48
100,1983,49,2,0.063,260.65,21.57,55.37,38.47
101,1983,50,2,0.061,260.1,25.73,52.58,39.15
102,1983,51,2,0.058,259.36,27.05,51.77,39.41
103,1983,52,2,0.056,258.52,28.84,52.33,40.58
104,1984,01,2,0.057,258.63,36.12,47.39,41.76
105,1984,02,2,0.058,259.2,36.75,44.99,40.87
106,1984,03,2,0.060,260.38,37.81,42.28,40.04
107,1984,04,2,0.063,262.08,41.94,38.68,40.31
108,1984,05,2,0.067,263.21,46.53,39.27,42.9
109,1984,06,2,0.068,263.97,44.94,42.41,43.68
110,1984,07,2,0.070,264.65,40.81,46.86,43.83
111,1984,08,2,0.071,265.64,36.27,50.1,43.19
112,1984,09,2,0.072,266.86,32.25,51.65,41.95
113,1984,10,2,0.076,268.95,29.95,50.18,40.07
114,1984,11,2,0.081,271.68,27.95,45.0,36.48
115,1984,12,2,0.091,274.77,27.04,41.85,34.44
116,1984,13,2,0.103,278.54,26.49,35.9,31.19
117,1984,14,2,0.118,282.2,24.73,29.43,27.08
118,1984,15,2,0.137,284.93,20.83,28.74,24.78
119,1984,16,2,0.160,286.98,18.09,33.51,25.8
120,1984,17,2,0.189,288.94,16.65,39.26,27.96
121,1984,18,2,0.225,290.44,17.23,44.77,31.0
122,1984,19,2,0.268,291.58,18.17,49.1,33.64
123,1984,20,2,0.308,292.35,19.21,54.49,36.85
124,1984,21,2,0.344,292.64,21.48,60.73,41.11
125,1984,22,2,0.370,292.53,21.91,65.87,43.89
126,1984,23,2,0.390,292.12,22.39,74.89,48.64
127,1984,24,2,0.404,291.85,24.43,83.13,53.78
128,1984,25,2,0.415,291.92,29.11,88.37,58.74
129,1984,26,2,0.420,291.9,31.91,90.84,61.38
130,1984,27,2,0.421,292.0,33.89,90.91,62.4
131,1984,28,2,0.419,292.2,36.13,90.96,63.55
132,1984,29,2,0.415,292.52,38.94,90.54,64.74
133,1984,30,2,0.408,292.56,40.96,91.42,66.19
134,1984,31,2,0.394,292.28,37.29,93.3,65.29
135,1984,32,2,0.386,292.18,36.67,92.06,64.36
136,1984,33,2,0.376,291.76,35.87,89.74,62.81
137,1984,34,2,0.361,291.18,34.22,84.89,59.56
138,1984,35,2,0.337,289.94,29.83,84.23,57.03
139,1984,36,2,0.312,288.69,27.1,79.91,53.51
140,1984,37,2,0.295,288.04,30.03,69.69,49.86
141,1984,38,2,0.278,287.16,31.79,62.82,47.3
142,1984,39,2,0.253,285.72,29.31,59.51,44.41
143,1984,40,2,0.233,284.15,29.13,54.09,41.61
144,1984,41,2,0.217,282.99,32.12,41.43,36.78
145,1984,42,2,0.201,281.79,37.22,30.27,33.75
146,1984,43,2,0.184,280.19,42.74,23.42,33.08
147,1984,44,2,0.159,278.29,43.29,16.81,30.05
148,1984,45,2,0.141,276.98,46.57,10.04,28.31
149,1984,46,2,0.113,274.83,37.67,10.29,23.98
150,1984,47,2,0.094,273.1,31.83,10.47,21.15
151,1984,48,2,0.084,272.28,29.79,10.19,19.99
152,1984,49,2,0.079,271.67,30.95,9.53,20.24
153,1985,09,2,0.052,264.57,16.68,60.21,38.44
154,1985,10,2,0.049,264.45,13.48,67.22,40.35
155,1985,11,2,0.053,267.37,12.19,62.53,37.36
156,1985,12,2,0.064,270.82,13.0,58.29,35.65
157,1985,13,2,0.084,275.1,16.73,52.17,34.45
158,1985,14,2,0.116,279.34,23.25,45.72,34.49
159,1985,15,2,0.152,282.81,28.73,43.91,36.32
160,1985,16,2,0.192,285.89,34.11,43.04,38.58
161,1985,17,2,0.237,288.8,40.44,41.09,40.77
162,1985,18,2,0.283,291.26,45.31,36.63,40.97
163,1985,19,2,0.327,292.94,48.68,35.04,41.86
164,1985,20,2,0.363,293.96,48.78,37.48,43.13
165,1985,21,2,0.393,294.42,49.54,42.05,45.8
166,1985,22,2,0.417,294.64,50.5,44.3,47.4
167,1985,23,2,0.428,294.26,46.13,52.8,49.47
168,1985,24,2,0.429,293.72,40.31,63.24,51.78
169,1985,25,2,0.432,293.69,39.39,68.66,54.02
170,1985,26,2,0.431,293.65,38.66,71.53,55.1
171,1985,27,2,0.429,293.61,38.18,74.01,56.09
172,1985,28,2,0.421,293.49,37.27,77.82,57.54
173,1985,29,2,0.418,293.81,41.03,77.82,59.42
174,1985,30,2,0.417,294.32,46.33,74.69,60.51
175,1985,31,2,0.416,294.93,49.82,67.97,58.9
176,1985,32,2,0.409,295.14,50.39,62.27,56.33
177,1985,33,2,0.397,295.21,48.49,52.78,50.64
178,1985,34,2,0.382,295.03,45.97,39.69,42.83
179,1985,35,2,0.363,293.87,43.3,36.54,39.92
180,1985,36,2,0.340,292.2,41.07,38.91,39.99
181,1985,37,2,0.310,290.36,37.66,42.41,40.03
182,1985,38,2,0.280,288.49,32.36,46.03,39.2
183,1985,39,2,0.247,286.25,25.36,52.09,38.72
184,1985,40,2,0.213,283.46,17.61,62.57,40.09
185,1985,41,2,0.191,280.95,16.84,67.8,42.32
186,1985,42,2,0.172,278.91,19.73,65.45,42.59
187,1985,43,2,0.157,277.12,26.3,55.52,40.91
188,1985,44,2,0.142,275.07,32.76,45.52,39.14
189,1985,45,2,0.120,272.35,32.26,44.24,38.25
190,1985,46,2,0.091,269.78,22.45,41.28,31.86
191,1985,47,2,0.069,267.29,14.04,40.82,27.43
192,1985,48,2,0.054,263.69,8.71,49.06,28.88
193,1985,49,2,0.048,260.43,8.22,55.97,32.1
194,1985,50,2,0.042,257.85,5.79,61.64,33.72
195,1985,51,2,0.037,255.89,3.96,66.18,35.07
196,1985,52,2,0.035,254.38,3.46,69.76,36.61
197,1986,01,2,0.031,253.19,2.02,71.56,36.79
198,1986,02,2,0.031,252.68,3.23,74.73,38.98
199,1986,03,2,0.030,254.02,4.75,71.57,38.16
200,1986,04,2,0.029,255.84,6.06,66.48,36.27
201,1986,05,2,0.029,257.49,8.81,63.64,36.22
202,1986,06,2,0.029,258.75,9.3,64.33,36.82
203,1986,07,2,0.028,260.56,7.72,64.85,36.28
204,1986,08,2,0.029,262.92,6.93,62.91,34.92
205,1986,09,2,0.033,265.12,7.24,60.37,33.81
206,1986,10,2,0.038,267.6,7.45,56.6,32.02
207,1986,11,2,0.049,271.26,10.06,47.05,28.56
208,1986,12,2,0.066,275.68,13.98,37.61,25.8
209,1986,13,2,0.089,279.76,18.72,29.55,24.14
210,1986,14,2,0.119,283.14,24.77,23.44,24.1
211,1986,15,2,0.155,286.07,29.88,19.76,24.82
212,1986,16,2,0.192,288.59,34.15,19.25,26.7
213,1986,17,2,0.235,290.62,39.03,22.36,30.7
214,1986,18,2,0.280,292.4,43.89,24.14,34.01
215,1986,19,2,0.319,293.98,44.1,23.53,33.82
216,1986,20,2,0.359,295.42,46.55,21.6,34.08
217,1986,21,2,0.395,296.37,50.09,21.43,35.76
218,1986,22,2,0.421,296.68,52.06,23.15,37.61
219,1986,23,2,0.434,296.78,49.59,26.02,37.81
220,1986,24,2,0.441,296.66,47.53,30.65,39.09
221,1986,25,2,0.447,296.66,48.61,34.22,41.41
222,1986,26,2,0.444,296.27,46.49,41.9,44.2
223,1986,27,2,0.439,295.74,45.17,51.25,48.21
224,1986,28,2,0.437,295.74,47.62,55.2,51.41
225,1986,29,2,0.434,295.94,50.96,57.25,54.1
226,1986,30,2,0.428,295.9,52.75,60.14,56.45
227,1986,31,2,0.414,295.34,48.92,64.45,56.69
228,1986,32,2,0.401,294.4,45.49,70.17,57.83
229,1986,33,2,0.394,293.74,46.37,69.02,57.69
230,1986,34,2,0.377,292.64,42.93,68.16,55.55
231,1986,35,2,0.362,291.65,42.46,63.84,53.15
232,1986,36,2,0.344,290.16,42.4,63.03,52.72
233,1986,37,2,0.327,288.07,45.54,69.63,57.59
234,1986,38,2,0.308,285.93,47.14,78.37,62.75
235,1986,39,2,0.289,284.23,47.76,79.03,63.39
236,1986,40,2,0.266,282.24,47.22,79.38,63.3
237,1986,41,2,0.243,280.62,47.35,73.12,60.24
238,1986,42,2,0.218,279.21,46.99,62.28,54.63
239,1986,43,2,0.186,277.46,43.11,51.94,47.53
240,1986,44,2,0.145,274.96,32.9,46.44,39.67
241,1986,45,2,0.114,272.43,26.66,43.71,35.18
242,1986,46,2,0.090,270.33,20.48,38.03,29.26
243,1986,47,2,0.076,268.58,18.64,34.34,26.49
244,1986,48,2,0.066,266.99,17.88,34.16,26.02
245,1986,49,2,0.057,264.84,15.54,38.01,26.78
246,1986,50,2,0.050,261.78,13.36,46.24,29.8
247,1986,51,2,0.047,258.56,14.07,55.89,34.98
248,1986,52,2,0.045,255.6,15.73,65.51,40.62
249,1987,01,2,0.040,253.19,13.72,72.87,43.29
250,1987,02,2,0.037,252.02,11.1,79.06,45.08
251,1987,03,2,0.038,251.83,13.0,82.45,47.73
252,1987,04,2,0.036,252.36,11.92,82.47,47.19
253,1987,05,2,0.031,253.01,9.81,83.05,46.43
254,1987,06,2,0.030,253.71,8.42,85.25,46.83
255,1987,07,2,0.029,254.93,6.94,88.56,47.75
256,1987,08,2,0.030,256.33,6.56,91.63,49.1
257,1987,09,2,0.030,257.84,4.99,92.49,48.74
258,1987,10,2,0.030,258.74,2.6,94.65,48.62
259,1987,11,2,0.032,259.84,1.25,96.19,48.72
260,1987,12,2,0.039,261.87,0.61,96.85,48.73
261,1987,13,2,0.051,265.3,0.37,97.25,48.81
262,1987,14,2,0.070,269.41,0.37,98.03,49.2
263,1987,15,2,0.099,274.53,0.93,98.66,49.8
264,1987,16,2,0.128,278.78,2.03,98.58,50.3
265,1987,17,2,0.162,282.81,3.65,95.85,49.75
266,1987,18,2,0.198,285.6,4.27,92.79,48.53
267,1987,19,2,0.245,287.53,7.03,90.49,48.76
268,1987,20,2,0.291,289.32,10.27,85.85,48.06
269,1987,21,2,0.333,291.02,14.11,77.62,45.87
270,1987,22,2,0.370,292.37,20.51,67.46,43.99
271,1987,23,2,0.398,292.94,26.41,66.31,46.36
272,1987,24,2,0.425,293.7,37.41,63.11,50.26
273,1987,25,2,0.450,294.25,50.83,61.96,56.4
274,1987,26,2,0.468,294.75,63.14,59.17,61.15
275,1987,27,2,0.479,295.2,71.6,57.29,64.44
276,1987,28,2,0.476,295.23,73.24,60.52,66.88
277,1987,29,2,0.465,295.0,70.83,66.4,68.61
278,1987,30,2,0.450,294.65,66.26,71.82,69.04
279,1987,31,2,0.430,293.71,58.7,79.94,69.32
280,1987,32,2,0.414,292.85,53.06,85.58,69.32
281,1987,33,2,0.399,292.04,49.55,87.04,68.29
282,1987,34,2,0.383,291.14,46.2,85.57,65.89
283,1987,35,2,0.370,290.1,46.65,82.66,64.65
284,1987,36,2,0.353,288.75,47.8,79.77,63.79
285,1987,37,2,0.336,287.45,50.94,77.23,64.09
286,1987,38,2,0.318,286.11,52.67,76.31,64.49
287,1987,39,2,0.301,284.64,54.71,73.84,64.27
288,1987,40,2,0.283,283.48,57.61,63.1,60.35
289,1987,41,2,0.261,281.71,58.8,58.81,58.81
290,1987,42,2,0.237,279.17,59.02,62.84,60.93
291,1987,43,2,0.209,276.88,58.14,58.2,58.17
292,1987,44,2,0.176,273.91,54.23,55.93,55.08
293,1987,45,2,0.140,270.97,45.61,54.56,50.08
294,1987,46,2,0.106,268.59,33.38,48.74,41.06
295,1987,47,2,0.082,265.51,24.92,50.63,37.77
296,1987,48,2,0.066,262.71,19.13,53.95,36.54
297,1987,49,2,0.056,260.76,16.26,55.06,35.66
298,1987,50,2,0.050,259.75,14.51,54.38,34.45
299,1987,51,2,0.045,259.31,13.37,52.51,32.94
300,1987,52,2,0.042,258.36,13.18,53.79,33.48
301,1988,01,2,0.040,257.78,14.51,52.13,33.32
302,1988,02,2,0.041,256.94,15.81,55.97,35.89
303,1988,03,2,0.041,256.82,16.44,58.83,37.64
304,1988,04,2,0.040,257.35,16.87,59.4,38.14
305,1988,05,2,0.041,256.76,20.13,66.13,43.13
306,1988,06,2,0.043,257.08,21.51,70.42,45.97
307,1988,07,2,0.044,257.28,19.54,77.14,48.34
308,1988,08,2,0.045,257.21,17.84,84.44,51.14
309,1988,09,2,0.051,257.85,18.59,87.41,53.0
310,1988,10,2,0.055,259.86,17.63,86.16,51.89
311,1988,11,2,0.063,263.72,18.04,78.19,48.12
312,1988,12,2,0.073,268.01,17.86,70.9,44.38
313,1988,13,2,0.086,272.34,17.87,65.68,41.77
314,1988,14,2,0.110,276.59,20.63,61.08,40.86
315,1988,15,2,0.140,279.25,22.18,67.78,44.98
316,1988,16,2,0.169,282.04,22.52,73.0,47.76
317,1988,17,2,0.199,284.29,22.08,80.9,51.49
318,1988,18,2,0.240,286.56,24.72,81.31,53.02
319,1988,19,2,0.284,289.34,26.75,71.64,49.19
320,1988,20,2,0.323,291.23,27.75,65.99,46.87
321,1988,21,2,0.353,292.17,27.08,65.51,46.29
322,1988,22,2,0.379,292.8,27.71,62.93,45.32
323,1988,23,2,0.400,293.07,29.83,64.78,47.3
324,1988,24,2,0.420,293.62,35.9,63.84,49.87
325,1988,25,2,0.431,293.66,39.63,68.36,53.99
326,1988,26,2,0.438,293.99,43.54,67.65,55.59
327,1988,27,2,0.448,294.84,51.2,61.24,56.22
328,1988,28,2,0.452,295.26,57.81,60.28,59.04
329,1988,29,2,0.447,295.23,59.34,64.26,61.8
330,1988,30,2,0.435,294.9,56.99,69.53,63.26
331,1988,31,2,0.428,294.63,57.38,71.17,64.28
332,1988,32,2,0.418,294.5,55.96,69.1,62.53
333,1988,33,2,0.398,293.94,49.09,66.73,57.91
334,1988,34,2,0.370,292.86,39.05,65.39,52.22
335,1988,35,2,0.343,291.63,32.93,63.86,48.4
336,1988,36,2,0.330,290.51,36.12,58.71,47.41
337,1988,37,2,0.319,289.34,42.14,54.4,48.27
338,1988,38,2,0.309,288.02,47.68,52.14,49.91
339,1988,39,2,0.299,286.81,53.73,45.29,49.51
340,1988,40,2,0.292,285.61,62.48,34.88,48.68
341,1988,41,2,0.267,282.6,62.4,46.61,54.5
342,1988,42,2,0.249,280.76,66.83,43.38,55.11
343,1988,43,2,0.229,277.64,70.04,50.38,60.21
344,1988,44,2,0.208,274.04,73.37,54.79,64.08
345,1988,45,2,0.179,270.8,71.28,55.84,63.56
346,1988,46,2,0.136,267.43,56.05,56.04,56.04
347,1988,47,2,0.103,264.28,42.33,57.36,49.85
348,1988,48,2,0.082,261.59,32.53,59.38,45.96
349,1988,49,2,0.070,259.49,28.38,60.5,44.44
350,1988,50,2,0.062,258.55,25.99,59.26,42.62
351,1988,51,2,0.058,258.34,26.55,56.59,41.57
352,1988,52,2,0.050,258.56,21.37,52.99,37.18
353,1989,01,2,0.049,259.46,24.19,45.21,34.7
354,1989,02,2,0.053,262.04,28.54,33.53,31.04
355,1989,03,2,0.056,265.23,31.45,21.44,26.44
356,1989,04,2,0.061,267.62,37.41,15.04,26.22
357,1989,05,2,0.070,269.6,46.43,12.55,29.49
358,1989,06,2,0.079,271.34,52.14,11.54,31.84
359,1989,07,2,0.088,272.81,54.17,11.2,32.69
360,1989,08,2,0.097,274.41,53.94,10.24,32.09
361,1989,09,2,0.109,276.1,55.31,8.75,32.03
362,1989,10,2,0.127,277.87,59.33,8.95,34.14
363,1989,11,2,0.148,279.98,63.76,6.36,35.06
364,1989,12,2,0.172,282.12,68.5,7.13,37.82
365,1989,13,2,0.195,283.98,72.34,8.08,40.21
366,1989,14,2,0.218,285.9,75.35,8.07,41.71
367,1989,15,2,0.242,287.71,75.33,9.82,42.58
368,1989,16,2,0.265,289.25,71.1,15.13,43.11
369,1989,17,2,0.292,290.76,67.52,21.88,44.7
370,1989,18,2,0.328,292.07,67.06,27.98,47.52
371,1989,19,2,0.365,293.17,67.65,32.13,49.89
372,1989,20,2,0.402,294.18,70.94,34.6,52.77
373,1989,21,2,0.427,295.3,70.03,32.24,51.14
374,1989,22,2,0.434,295.89,61.68,30.91,46.29
375,1989,23,2,0.432,295.92,49.4,34.75,42.07
376,1989,24,2,0.429,296.07,40.28,36.94,38.61
377,1989,25,2,0.423,296.0,33.98,41.77,37.88
378,1989,26,2,0.422,296.09,32.67,43.98,38.33
379,1989,27,2,0.418,296.12,31.33,47.34,39.33
380,1989,28,2,0.406,295.99,27.38,52.49,39.94
381,1989,29,2,0.390,295.85,23.72,57.88,40.8
382,1989,30,2,0.372,295.63,20.09,62.44,41.26
383,1989,31,2,0.364,295.74,20.09,60.36,40.22
384,1989,32,2,0.360,296.23,21.59,51.48,36.54
385,1989,33,2,0.348,295.78,20.79,46.83,33.81
386,1989,34,2,0.337,295.07,21.65,39.09,30.37
387,1989,35,2,0.324,294.32,22.96,30.65,26.8
388,1989,36,2,0.311,293.03,26.43,28.69,27.56
389,1989,37,2,0.291,291.58,27.49,27.78,27.64
390,1989,38,2,0.270,289.51,27.48,33.34,30.41
391,1989,39,2,0.259,287.63,32.12,34.25,33.19
392,1989,40,2,0.252,286.12,39.78,28.04,33.91
393,1989,41,2,0.235,284.19,43.25,25.82,34.54
394,1989,42,2,0.218,282.16,47.6,26.46,37.03
395,1989,43,2,0.201,279.71,53.79,28.83,41.31
396,1989,44,2,0.190,277.58,64.03,23.27,43.65
397,1989,45,2,0.168,275.39,65.89,21.78,43.83
398,1989,46,2,0.136,271.85,56.89,28.63,42.76
399,1989,47,2,0.108,268.64,46.78,34.06,40.42
400,1989,48,2,0.089,266.15,38.87,38.43,38.65
401,1989,49,2,0.078,264.53,35.67,39.69,37.68
402,1989,50,2,0.066,263.18,31.04,40.53,35.79
403,1989,51,2,0.061,263.1,30.54,36.8,33.67
404,1989,52,2,0.065,264.43,39.9,28.22,34.06
405,1990,01,2,0.069,265.94,50.41,16.39,33.4
406,1990,02,2,0.073,267.43,53.93,9.31,31.62
407,1990,03,2,0.079,268.75,57.44,5.81,31.62
408,1990,04,2,0.087,270.32,64.3,3.34,33.82
409,1990,05,2,0.095,272.12,71.16,1.98,36.57
410,1990,06,2,0.104,273.83,74.76,1.2,37.98
411,1990,07,2,0.116,275.1,76.06,1.34,38.7
412,1990,08,2,0.128,276.36,75.38,1.44,38.41
413,1990,09,2,0.143,277.72,76.93,1.32,39.13
414,1990,10,2,0.166,279.74,81.97,0.69,41.33
415,1990,11,2,0.184,280.91,82.98,1.93,42.45
416,1990,12,2,0.202,283.26,83.88,1.78,42.83
417,1990,13,2,0.215,285.14,82.46,2.05,42.26
418,1990,14,2,0.228,286.61,80.53,3.63,42.08
419,1990,15,2,0.247,287.75,78.1,8.77,43.44
420,1990,16,2,0.271,288.44,74.09,21.51,47.8
421,1990,17,2,0.302,289.21,71.96,36.72,54.34
422,1990,18,2,0.336,289.91,71.24,50.24,60.74
423,1990,19,2,0.365,290.44,68.12,61.07,64.6
424,1990,20,2,0.385,290.84,61.27,70.32,65.79
425,1990,21,2,0.391,290.5,48.85,82.74,65.8
426,1990,22,2,0.398,290.56,39.6,85.41,62.5
427,1990,23,2,0.413,291.44,37.86,81.57,59.72
428,1990,24,2,0.426,292.12,38.7,80.02,59.36
429,1990,25,2,0.432,292.95,40.2,76.74,58.47
430,1990,26,2,0.429,293.22,37.4,76.25,56.83
431,1990,27,2,0.421,293.17,33.27,78.62,55.94
432,1990,28,2,0.413,293.06,31.98,82.25,57.11
433,1990,29,2,0.401,292.82,30.48,87.45,58.97
434,1990,30,2,0.387,292.59,28.66,90.94,59.8
435,1990,31,2,0.379,292.45,28.11,91.53,59.82
436,1990,32,2,0.370,292.21,26.9,91.6,59.25
437,1990,33,2,0.358,291.61,25.36,91.21,58.28
438,1990,34,2,0.343,290.56,23.91,91.84,57.87
439,1990,35,2,0.324,289.27,22.87,91.94,57.4
440,1990,36,2,0.302,287.43,22.02,93.84,57.93
441,1990,37,2,0.281,285.76,23.24,94.71,58.97
442,1990,38,2,0.265,284.65,25.45,91.45,58.45
443,1990,39,2,0.250,283.39,27.4,87.42,57.41
444,1990,40,2,0.228,282.11,27.06,78.87,52.97
445,1990,41,2,0.207,280.65,26.89,70.18,48.53
446,1990,42,2,0.178,278.78,23.37,65.83,44.6
447,1990,43,2,0.144,275.8,18.19,68.13,43.16
448,1990,44,2,0.118,273.31,16.76,60.52,38.64
449,1990,45,2,0.098,272.13,17.08,45.9,31.49
450,1990,46,2,0.087,270.65,19.21,36.16,27.69
451,1990,47,2,0.082,269.67,24.95,28.79,26.87
452,1990,48,2,0.075,268.83,26.26,26.14,26.2
453,1990,49,2,0.067,267.33,25.27,28.05,26.66
454,1990,50,2,0.064,266.07,28.93,28.94,28.94
455,1990,51,2,0.064,265.24,33.63,28.25,30.94
456,1990,52,2,0.066,264.71,40.05,27.16,33.6
457,1991,01,2,0.071,264.69,51.42,21.59,36.51
458,1991,02,2,0.078,265.08,59.52,19.1,39.31
459,1991,03,2,0.082,264.67,60.5,23.22,41.86
460,1991,04,2,0.077,263.23,55.15,33.51,44.33
461,1991,05,2,0.069,263.32,46.95,38.27,42.61
462,1991,06,2,0.060,264.02,36.71,41.4,39.06
463,1991,07,2,0.054,263.9,27.5,48.8,38.15
464,1991,08,2,0.053,264.54,23.36,53.04,38.2
465,1991,09,2,0.053,265.35,20.19,55.99,38.09
466,1991,10,2,0.058,267.7,19.36,53.63,36.5
467,1991,11,2,0.068,271.14,20.71,45.6,33.15
468,1991,12,2,0.085,274.96,24.03,39.82,31.92
469,1991,13,2,0.104,278.16,26.81,37.27,32.04
470,1991,14,2,0.119,280.42,25.2,39.92,32.56
471,1991,15,2,0.143,282.76,23.74,44.9,34.32
472,1991,16,2,0.170,284.22,23.06,57.44,40.25
473,1991,17,2,0.201,285.33,22.3,74.37,48.33
474,1991,18,2,0.238,286.96,23.55,80.39,51.97
475,1991,19,2,0.281,288.2,24.77,84.22,54.5
476,1991,20,2,0.325,289.32,28.73,86.07,57.4
477,1991,21,2,0.365,290.69,34.1,80.89,57.49
478,1991,22,2,0.395,291.67,38.03,74.58,56.3
479,1991,23,2,0.424,292.8,44.69,67.85,56.27
