,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
40,1982,41,11,0.246,284.72,57.93,34.19,46.06
41,1982,42,11,0.213,282.78,50.97,33.15,42.06
42,1982,43,11,0.187,280.67,49.75,32.29,41.02
43,1982,44,11,0.166,278.85,50.45,19.94,35.2
44,1982,45,11,0.142,277.07,47.39,15.58,31.48
45,1982,46,11,0.124,274.88,48.69,17.14,32.91
46,1982,47,11,0.105,272.56,47.66,20.03,33.85
47,1982,48,11,0.088,269.78,42.81,28.37,35.59
48,1982,49,11,0.071,266.91,33.31,35.51,34.41
49,1982,50,11,0.061,264.2,29.1,40.93,35.02
50,1982,51,11,0.060,262.45,33.61,41.46,37.54
51,1982,52,11,0.058,261.91,35.67,39.35,37.51
52,1983,01,11,0.056,262.28,36.5,34.43,35.47
53,1983,02,11,0.056,262.95,35.56,30.71,33.14
54,1983,03,11,0.058,263.67,38.44,28.74,33.59
55,1983,04,11,0.061,264.19,42.13,29.49,35.81
56,1983,05,11,0.061,264.16,40.42,35.2,37.81
57,1983,06,11,0.059,264.1,35.26,41.97,38.61
58,1983,07,11,0.060,264.66,31.77,45.78,38.77
59,1983,08,11,0.064,265.74,30.65,48.16,39.41
60,1983,09,11,0.072,267.32,31.86,49.02,40.44
61,1983,10,11,0.084,269.56,33.54,48.76,41.15
62,1983,11,11,0.099,272.46,35.78,44.52,40.15
63,1983,12,11,0.119,275.73,38.7,43.18,40.94
64,1983,13,11,0.144,279.21,42.99,40.88,41.93
65,1983,14,11,0.171,282.3,46.85,38.83,42.84
66,1983,15,11,0.203,285.11,50.88,39.58,45.23
67,1983,16,11,0.235,287.26,52.0,45.13,48.56
68,1983,17,11,0.272,289.54,54.2,46.36,50.28
69,1983,18,11,0.306,291.3,54.32,49.04,51.68
70,1983,19,11,0.336,292.72,53.39,50.5,51.94
71,1983,20,11,0.360,293.8,49.64,52.32,50.98
72,1983,21,11,0.375,294.32,44.37,55.0,49.69
73,1983,22,11,0.392,294.81,43.05,53.17,48.11
74,1983,23,11,0.398,294.73,39.1,55.96,47.53
75,1983,24,11,0.393,294.25,31.22,62.68,46.95
76,1983,25,11,0.389,294.21,26.93,66.1,46.52
77,1983,26,11,0.388,294.42,25.5,65.14,45.32
78,1983,27,11,0.382,294.47,22.63,67.02,44.82
79,1983,28,11,0.366,294.2,17.63,72.54,45.09
80,1983,29,11,0.346,293.94,12.8,77.9,45.35
81,1983,30,11,0.329,293.85,10.93,80.46,45.7
82,1983,31,11,0.326,293.83,12.15,80.49,46.32
83,1983,32,11,0.332,293.94,15.79,77.2,46.5
84,1983,33,11,0.338,293.99,22.28,70.96,46.62
85,1983,34,11,0.338,294.05,29.75,60.94,45.34
86,1983,35,11,0.340,294.29,41.37,43.62,42.49
87,1983,36,11,0.328,293.48,46.42,37.27,41.85
88,1983,37,11,0.309,292.27,48.65,35.22,41.94
89,1983,38,11,0.289,290.8,48.18,32.65,40.42
90,1983,39,11,0.265,288.63,45.38,36.99,41.18
91,1983,40,11,0.244,286.68,43.28,36.39,39.83
92,1983,41,11,0.219,284.43,39.96,38.03,39.0
93,1983,42,11,0.194,281.82,38.05,44.77,41.41
94,1983,43,11,0.167,279.49,36.18,44.28,40.23
95,1983,44,11,0.139,276.52,33.01,40.76,36.89
96,1983,45,11,0.115,273.48,28.77,41.68,35.22
97,1983,46,11,0.094,270.66,25.08,42.91,33.99
98,1983,47,11,0.080,267.93,25.95,44.33,35.14
99,1983,48,11,0.073,265.91,29.74,45.91,37.83
100,1983,49,11,0.066,264.07,28.23,47.12,37.67
101,1983,50,11,0.063,262.41,32.09,48.13,40.11
102,1983,51,11,0.059,260.46,33.3,49.5,41.4
103,1983,52,11,0.055,258.35,33.52,53.19,43.36
104,1984,01,11,0.054,257.4,34.81,53.27,44.04
105,1984,02,11,0.053,256.92,33.92,54.54,44.23
106,1984,03,11,0.053,256.31,34.26,58.03,46.14
107,1984,04,11,0.052,256.58,34.06,59.33,46.7
108,1984,05,11,0.050,257.08,31.09,62.38,46.74
109,1984,06,11,0.048,257.53,26.79,66.79,46.79
110,1984,07,11,0.047,258.04,22.98,70.71,46.85
111,1984,08,11,0.048,258.42,20.48,75.5,47.99
112,1984,09,11,0.049,260.45,18.95,74.6,46.78
113,1984,10,11,0.055,263.76,18.04,70.89,44.47
114,1984,11,11,0.065,267.79,17.97,63.73,40.85
115,1984,12,11,0.079,272.25,18.58,58.13,38.36
116,1984,13,11,0.098,277.17,19.33,50.32,34.82
117,1984,14,11,0.120,281.63,19.45,42.06,30.76
118,1984,15,11,0.146,284.85,19.89,40.77,30.33
119,1984,16,11,0.172,286.89,18.6,47.47,33.03
120,1984,17,11,0.203,288.94,18.54,51.49,35.01
121,1984,18,11,0.240,290.52,19.74,57.01,38.37
122,1984,19,11,0.281,291.47,23.08,63.45,43.26
123,1984,20,11,0.319,291.94,26.22,71.0,48.61
124,1984,21,11,0.350,292.04,29.15,77.59,53.37
125,1984,22,11,0.370,291.84,29.5,81.97,55.74
126,1984,23,11,0.382,291.37,29.09,88.17,58.63
127,1984,24,11,0.390,291.22,30.31,92.11,61.21
128,1984,25,11,0.399,291.55,34.13,93.29,63.71
129,1984,26,11,0.403,291.7,35.33,93.93,64.63
130,1984,27,11,0.405,292.0,37.12,93.63,65.37
131,1984,28,11,0.404,292.45,41.0,91.71,66.35
132,1984,29,11,0.402,293.0,44.84,88.47,66.65
133,1984,30,11,0.396,293.36,46.7,86.2,66.45
134,1984,31,11,0.380,293.22,40.77,87.53,64.15
135,1984,32,11,0.365,293.11,34.15,86.48,60.32
136,1984,33,11,0.351,292.75,29.06,85.13,57.1
137,1984,34,11,0.335,292.2,27.18,84.02,55.6
138,1984,35,11,0.313,291.08,25.37,85.4,55.38
139,1984,36,11,0.289,289.85,24.67,84.32,54.49
140,1984,37,11,0.268,289.04,26.21,77.12,51.66
141,1984,38,11,0.248,287.88,25.67,72.82,49.25
142,1984,39,11,0.226,286.33,22.95,70.21,46.58
143,1984,40,11,0.213,284.84,24.14,62.51,43.33
144,1984,41,11,0.202,282.99,28.63,57.44,43.04
145,1984,42,11,0.190,281.3,35.22,51.1,43.16
146,1984,43,11,0.173,279.49,40.52,44.26,42.39
147,1984,44,11,0.150,277.0,40.4,37.04,38.72
148,1984,45,11,0.130,273.86,39.65,39.36,39.51
149,1984,46,11,0.108,271.06,36.61,40.44,38.52
150,1984,47,11,0.092,269.02,36.13,38.77,37.45
151,1984,48,11,0.083,267.44,37.69,39.42,38.56
152,1984,49,11,0.079,267.96,39.61,31.45,35.53
153,1985,09,11,0.054,266.23,20.01,50.94,35.47
154,1985,10,11,0.053,266.83,16.47,57.77,37.12
155,1985,11,11,0.060,269.25,15.2,56.69,35.95
156,1985,12,11,0.074,272.74,15.81,55.36,35.58
157,1985,13,11,0.099,277.4,19.47,48.87,34.17
158,1985,14,11,0.131,281.49,24.88,42.84,33.86
159,1985,15,11,0.166,284.66,30.76,42.39,36.58
160,1985,16,11,0.201,287.25,34.2,45.01,39.61
161,1985,17,11,0.239,289.65,37.15,45.37,41.26
162,1985,18,11,0.273,291.2,37.24,50.04,43.64
163,1985,19,11,0.310,292.76,38.65,50.15,44.4
164,1985,20,11,0.337,293.77,35.38,52.48,43.93
165,1985,21,11,0.358,293.96,32.93,58.5,45.71
166,1985,22,11,0.375,294.01,31.24,60.96,46.1
167,1985,23,11,0.384,293.55,28.31,67.45,47.88
168,1985,24,11,0.387,292.97,26.35,75.48,50.91
169,1985,25,11,0.390,293.03,27.08,78.52,52.8
170,1985,26,11,0.390,293.22,26.56,78.25,52.41
171,1985,27,11,0.390,293.45,27.41,78.4,52.9
172,1985,28,11,0.386,293.7,29.73,78.19,53.96
173,1985,29,11,0.386,294.2,35.67,75.22,55.45
174,1985,30,11,0.386,294.92,41.47,69.43,55.45
175,1985,31,11,0.387,295.9,44.51,58.63,51.57
176,1985,32,11,0.388,296.59,47.6,47.85,47.72
177,1985,33,11,0.380,296.94,47.39,36.01,41.7
178,1985,34,11,0.362,296.73,43.97,26.55,35.26
179,1985,35,11,0.340,295.84,41.2,23.15,32.17
180,1985,36,11,0.316,294.12,39.68,28.77,34.22
181,1985,37,11,0.292,292.2,39.59,35.95,37.77
182,1985,38,11,0.270,290.39,37.8,38.09,37.94
183,1985,39,11,0.248,288.24,35.34,42.24,38.79
184,1985,40,11,0.223,285.66,30.97,50.67,40.82
185,1985,41,11,0.205,283.09,31.21,55.9,43.55
186,1985,42,11,0.187,280.73,33.35,57.67,45.51
187,1985,43,11,0.169,278.31,37.63,56.18,46.91
188,1985,44,11,0.152,275.49,40.95,50.66,45.81
189,1985,45,11,0.129,272.0,37.95,53.22,45.58
190,1985,46,11,0.095,267.6,24.91,61.95,43.43
191,1985,47,11,0.066,263.99,13.02,65.3,39.16
192,1985,48,11,0.050,260.11,7.35,72.59,39.97
193,1985,49,11,0.043,256.4,6.25,78.18,42.21
194,1985,50,11,0.038,253.3,5.82,82.59,44.21
195,1985,51,11,0.034,250.81,6.18,84.81,45.5
196,1985,52,11,0.030,248.61,6.13,87.11,46.62
197,1986,01,11,0.028,247.71,4.1,87.33,45.72
198,1986,02,11,0.028,248.66,6.33,85.26,45.8
199,1986,03,11,0.029,251.27,9.76,77.99,43.88
200,1986,04,11,0.028,253.63,11.19,71.64,41.42
201,1986,05,11,0.028,254.89,11.52,71.4,41.46
202,1986,06,11,0.028,256.5,10.68,71.54,41.11
203,1986,07,11,0.027,258.91,8.71,68.71,38.71
204,1986,08,11,0.028,261.67,8.09,64.41,36.25
205,1986,09,11,0.032,264.21,8.79,61.24,35.02
206,1986,10,11,0.036,266.87,7.76,59.19,33.47
207,1986,11,11,0.048,270.73,8.95,51.35,30.15
208,1986,12,11,0.066,275.25,11.34,44.51,27.93
209,1986,13,11,0.091,279.55,15.18,38.13,26.65
210,1986,14,11,0.125,283.59,21.84,29.44,25.64
211,1986,15,11,0.164,287.47,29.8,21.07,25.44
212,1986,16,11,0.203,290.41,35.29,19.02,27.15
213,1986,17,11,0.249,292.73,42.55,17.48,30.02
214,1986,18,11,0.300,294.57,51.53,16.73,34.13
215,1986,19,11,0.340,296.14,54.91,16.06,35.49
216,1986,20,11,0.375,297.7,57.42,13.1,35.26
217,1986,21,11,0.402,298.57,59.34,12.68,36.01
218,1986,22,11,0.419,298.72,59.95,14.83,37.39
219,1986,23,11,0.423,298.58,55.46,18.4,36.93
220,1986,24,11,0.422,298.34,50.37,21.93,36.15
221,1986,25,11,0.422,298.32,48.02,22.92,35.47
222,1986,26,11,0.412,297.74,40.34,28.85,34.59
223,1986,27,11,0.401,296.89,33.94,40.25,37.09
224,1986,28,11,0.389,296.47,31.41,47.18,39.29
225,1986,29,11,0.382,296.69,32.94,47.27,40.11
226,1986,30,11,0.378,296.91,36.32,47.67,42.0
227,1986,31,11,0.370,296.8,34.87,48.68,41.78
228,1986,32,11,0.361,296.04,32.16,54.03,43.1
229,1986,33,11,0.358,295.58,34.06,52.43,43.25
230,1986,34,11,0.348,294.63,35.3,53.93,44.61
231,1986,35,11,0.337,293.65,38.73,52.51,45.62
232,1986,36,11,0.324,292.13,42.71,55.36,49.04
233,1986,37,11,0.314,290.27,50.12,61.84,55.98
234,1986,38,11,0.302,288.42,54.43,66.41,60.42
235,1986,39,11,0.286,286.49,56.07,68.89,62.48
236,1986,40,11,0.267,284.57,56.92,66.99,61.95
237,1986,41,11,0.246,282.98,57.61,58.22,57.91
238,1986,42,11,0.223,281.57,57.15,48.17,52.66
239,1986,43,11,0.192,279.6,52.41,43.42,47.91
240,1986,44,11,0.152,276.46,41.38,41.72,41.55
241,1986,45,11,0.122,273.85,33.25,39.17,36.21
242,1986,46,11,0.096,271.87,26.95,35.43,31.19
243,1986,47,11,0.078,269.6,24.17,35.58,29.88
244,1986,48,11,0.063,267.38,20.46,39.32,29.89
245,1986,49,11,0.052,264.83,15.51,44.09,29.8
246,1986,50,11,0.045,261.65,13.22,51.0,32.11
247,1986,51,11,0.040,258.31,12.83,57.65,35.24
248,1986,52,11,0.038,255.71,14.07,62.91,38.49
249,1987,01,11,0.034,253.57,10.96,68.03,39.49
250,1987,02,11,0.032,252.73,9.72,71.94,40.83
251,1987,03,11,0.033,252.52,13.71,74.75,44.23
252,1987,04,11,0.032,252.71,13.79,76.3,45.05
253,1987,05,11,0.029,252.77,11.29,80.33,45.81
254,1987,06,11,0.028,253.13,10.23,84.82,47.52
255,1987,07,11,0.029,254.5,9.63,85.8,47.72
256,1987,08,11,0.032,255.81,10.35,87.25,48.8
257,1987,09,11,0.035,257.21,10.42,88.67,49.55
258,1987,10,11,0.036,258.67,7.64,91.94,49.79
259,1987,11,11,0.041,260.63,5.41,94.24,49.83
260,1987,12,11,0.051,263.75,4.29,94.97,49.63
261,1987,13,11,0.069,267.98,3.85,94.98,49.42
262,1987,14,11,0.093,272.63,4.9,94.97,49.94
263,1987,15,11,0.124,277.22,7.46,95.41,51.43
264,1987,16,11,0.156,281.07,9.33,94.33,51.83
265,1987,17,11,0.189,284.57,10.51,90.63,50.57
266,1987,18,11,0.224,287.2,10.81,89.37,50.09
267,1987,19,11,0.270,288.96,16.41,88.33,52.37
268,1987,20,11,0.315,290.89,23.27,81.43,52.35
269,1987,21,11,0.355,292.55,31.49,72.51,52.0
270,1987,22,11,0.388,293.65,40.24,64.53,52.39
271,1987,23,11,0.409,294.18,46.55,61.35,53.95
272,1987,24,11,0.428,294.96,55.03,55.63,55.33
273,1987,25,11,0.443,295.51,62.58,52.47,57.52
274,1987,26,11,0.452,295.87,67.22,49.25,58.23
275,1987,27,11,0.453,296.23,67.98,47.82,57.9
276,1987,28,11,0.443,296.32,65.03,49.24,57.13
277,1987,29,11,0.423,296.06,56.9,55.12,56.01
278,1987,30,11,0.401,295.37,48.66,65.31,56.98
279,1987,31,11,0.381,294.16,40.62,78.02,59.32
280,1987,32,11,0.371,293.24,36.94,85.47,61.2
281,1987,33,11,0.363,292.43,36.03,89.3,62.66
282,1987,34,11,0.357,291.81,39.62,89.46,64.54
283,1987,35,11,0.349,291.1,44.83,85.98,65.4
284,1987,36,11,0.340,290.15,51.5,81.34,66.42
285,1987,37,11,0.326,289.12,56.93,76.76,66.85
286,1987,38,11,0.308,287.81,57.89,74.54,66.22
287,1987,39,11,0.288,286.29,57.46,71.56,64.51
288,1987,40,11,0.268,285.04,57.83,60.21,59.02
289,1987,41,11,0.246,282.93,57.78,58.75,58.26
290,1987,42,11,0.218,280.46,54.37,61.56,57.96
291,1987,43,11,0.186,278.26,48.54,57.04,52.79
292,1987,44,11,0.153,275.27,42.36,52.86,47.61
293,1987,45,11,0.123,272.64,34.49,48.5,41.5
294,1987,46,11,0.094,270.44,25.48,44.52,35.0
295,1987,47,11,0.073,268.36,19.5,42.36,30.93
296,1987,48,11,0.059,266.43,16.01,43.79,29.9
297,1987,49,11,0.053,265.06,16.24,43.27,29.76
298,1987,50,11,0.048,264.33,17.11,40.62,28.87
299,1987,51,11,0.044,263.46,18.24,37.83,28.03
300,1987,52,11,0.043,262.61,20.74,37.08,28.91
301,1988,01,11,0.043,262.16,22.42,35.16,28.79
302,1988,02,11,0.044,260.98,23.74,39.0,31.37
303,1988,03,11,0.044,260.51,25.32,41.95,33.64
304,1988,04,11,0.044,260.73,27.17,43.52,35.34
305,1988,05,11,0.047,260.17,29.0,50.8,39.9
306,1988,06,11,0.050,260.61,28.56,55.04,41.8
307,1988,07,11,0.049,260.96,24.62,59.0,41.81
308,1988,08,11,0.049,261.71,21.95,62.55,42.25
309,1988,09,11,0.053,262.73,21.47,65.83,43.65
310,1988,10,11,0.058,264.75,19.94,67.08,43.51
311,1988,11,11,0.067,267.64,19.27,64.43,41.85
312,1988,12,11,0.076,270.92,17.12,64.07,40.59
313,1988,13,11,0.090,274.73,15.21,62.74,38.97
314,1988,14,11,0.112,278.72,15.31,59.98,37.64
315,1988,15,11,0.138,281.23,15.65,67.11,41.38
316,1988,16,11,0.167,283.65,15.95,73.45,44.7
317,1988,17,11,0.196,285.57,15.61,80.29,47.95
318,1988,18,11,0.231,287.6,16.12,83.21,49.67
319,1988,19,11,0.266,289.57,16.95,81.04,48.99
320,1988,20,11,0.298,291.12,16.99,78.18,47.59
321,1988,21,11,0.323,291.86,16.25,78.25,47.25
322,1988,22,11,0.346,292.28,17.74,76.84,47.29
323,1988,23,11,0.368,292.67,21.5,75.09,48.3
324,1988,24,11,0.389,293.18,29.67,72.73,51.2
325,1988,25,11,0.398,293.3,33.37,74.73,54.05
326,1988,26,11,0.406,293.84,37.52,70.83,54.18
327,1988,27,11,0.417,294.78,45.28,63.51,54.39
328,1988,28,11,0.424,295.33,53.97,59.97,56.97
329,1988,29,11,0.427,295.61,59.56,59.54,59.55
330,1988,30,11,0.423,295.58,61.24,62.44,61.84
331,1988,31,11,0.414,295.19,59.52,66.56,63.04
332,1988,32,11,0.408,295.18,58.68,63.99,61.33
333,1988,33,11,0.394,295.12,55.23,57.95,56.59
334,1988,34,11,0.369,294.14,47.08,60.15,53.61
335,1988,35,11,0.344,293.04,42.69,60.5,51.6
336,1988,36,11,0.321,291.68,41.76,61.05,51.41
337,1988,37,11,0.297,290.35,41.36,60.44,50.9
338,1988,38,11,0.271,289.0,38.24,57.88,48.06
339,1988,39,11,0.252,287.74,37.21,50.29,43.75
340,1988,40,11,0.242,286.54,41.96,38.72,40.34
341,1988,41,11,0.220,283.09,41.05,56.42,48.74
342,1988,42,11,0.204,280.58,44.83,59.87,52.35
343,1988,43,11,0.181,276.97,45.48,69.38,57.43
344,1988,44,11,0.152,272.81,41.68,72.87,57.28
345,1988,45,11,0.126,269.16,36.36,71.03,53.69
346,1988,46,11,0.104,266.03,32.75,68.35,50.55
347,1988,47,11,0.084,263.26,28.12,66.83,47.47
348,1988,48,11,0.071,261.5,25.87,65.51,45.69
349,1988,49,11,0.062,260.08,23.81,63.38,43.6
350,1988,50,11,0.056,259.64,22.53,58.71,40.62
351,1988,51,11,0.054,259.82,25.51,51.59,38.55
352,1988,52,11,0.053,260.69,28.76,43.89,36.33
353,1989,01,11,0.055,262.2,32.95,34.59,33.77
354,1989,02,11,0.060,264.31,38.07,25.22,31.65
355,1989,03,11,0.064,266.79,42.85,16.12,29.49
356,1989,04,11,0.070,269.07,49.02,10.09,29.56
357,1989,05,11,0.078,270.9,54.05,9.04,31.54
358,1989,06,11,0.088,272.57,56.4,9.39,32.9
359,1989,07,11,0.098,274.04,57.08,8.99,33.04
360,1989,08,11,0.108,275.8,57.75,8.01,32.88
361,1989,09,11,0.118,277.64,58.01,7.84,32.92
362,1989,10,11,0.132,279.31,59.23,9.34,34.28
363,1989,11,11,0.147,281.12,60.22,7.71,33.97
364,1989,12,11,0.167,282.94,63.02,11.39,37.21
365,1989,13,11,0.190,284.87,67.56,13.01,40.29
366,1989,14,11,0.214,286.81,70.11,12.29,41.2
367,1989,15,11,0.238,288.65,69.91,14.8,42.35
368,1989,16,11,0.262,290.11,65.96,22.65,44.31
369,1989,17,11,0.290,291.43,63.51,29.58,46.54
370,1989,18,11,0.325,292.62,64.64,35.98,50.31
371,1989,19,11,0.357,293.41,64.73,43.35,54.04
372,1989,20,11,0.385,293.84,63.47,51.53,57.5
373,1989,21,11,0.404,294.57,61.56,52.14,56.85
374,1989,22,11,0.409,294.85,53.79,52.53,53.16
375,1989,23,11,0.405,294.8,43.22,55.08,49.15
376,1989,24,11,0.401,294.96,35.84,55.51,45.68
377,1989,25,11,0.398,295.09,32.0,56.82,44.41
378,1989,26,11,0.402,295.57,34.28,52.43,43.36
379,1989,27,11,0.400,295.96,34.03,50.61,42.32
380,1989,28,11,0.386,296.1,29.91,51.24,40.57
381,1989,29,11,0.368,295.89,25.3,56.1,40.7
382,1989,30,11,0.351,295.42,22.04,63.6,42.82
383,1989,31,11,0.349,295.7,24.1,60.52,42.31
384,1989,32,11,0.351,296.13,26.45,53.05,39.75
385,1989,33,11,0.342,295.4,25.82,54.4,40.11
386,1989,34,11,0.334,294.53,28.82,54.81,41.81
387,1989,35,11,0.322,293.44,32.09,54.52,43.3
388,1989,36,11,0.309,292.04,36.62,55.71,46.17
389,1989,37,11,0.291,290.52,39.25,57.49,48.37
390,1989,38,11,0.273,288.39,40.0,65.29,52.64
391,1989,39,11,0.268,287.23,46.8,57.02,51.91
392,1989,40,11,0.263,286.21,55.79,43.08,49.44
393,1989,41,11,0.248,284.65,59.48,35.09,47.28
394,1989,42,11,0.229,282.7,61.84,34.16,48.0
395,1989,43,11,0.210,280.43,65.28,34.73,50.01
396,1989,44,11,0.200,278.86,73.99,19.82,46.9
397,1989,45,11,0.178,277.31,74.75,13.69,44.22
398,1989,46,11,0.144,274.28,67.07,20.8,43.94
399,1989,47,11,0.117,271.53,59.28,25.46,42.37
400,1989,48,11,0.098,269.51,52.6,29.64,41.12
401,1989,49,11,0.089,268.18,49.52,30.43,39.98
402,1989,50,11,0.077,266.13,45.23,33.44,39.34
403,1989,51,11,0.072,265.39,45.35,30.19,37.77
404,1989,52,11,0.075,266.15,52.41,23.44,37.93
405,1990,01,11,0.078,266.9,59.33,16.55,37.94
406,1990,02,11,0.081,267.84,61.86,11.07,36.47
407,1990,03,11,0.086,268.72,65.17,8.09,36.63
408,1990,04,11,0.092,270.17,69.84,5.25,37.54
409,1990,05,11,0.101,272.08,73.43,3.95,38.69
410,1990,06,11,0.112,274.08,74.91,3.22,39.07
411,1990,07,11,0.129,275.51,78.66,3.1,40.88
412,1990,08,11,0.148,277.22,82.8,2.31,42.56
413,1990,09,11,0.169,279.16,86.72,1.69,44.2
414,1990,10,11,0.190,281.35,90.55,0.83,45.69
415,1990,11,11,0.207,282.32,90.91,1.9,46.41
416,1990,12,11,0.222,284.99,90.4,1.8,46.1
417,1990,13,11,0.229,286.91,87.1,2.37,44.74
418,1990,14,11,0.236,287.87,81.75,5.18,43.46
419,1990,15,11,0.248,288.38,75.16,16.1,45.63
420,1990,16,11,0.264,288.5,66.93,35.47,51.2
421,1990,17,11,0.290,289.1,63.25,50.68,56.97
422,1990,18,11,0.327,290.04,65.82,61.96,63.89
423,1990,19,11,0.355,290.86,64.03,69.79,66.91
424,1990,20,11,0.373,291.4,57.6,76.45,67.03
425,1990,21,11,0.378,291.39,46.7,83.69,65.19
426,1990,22,11,0.383,291.5,38.46,84.98,61.72
427,1990,23,11,0.393,292.08,36.58,81.24,58.91
428,1990,24,11,0.404,292.82,39.01,76.53,57.77
429,1990,25,11,0.412,293.98,42.04,68.31,55.18
430,1990,26,11,0.411,294.54,40.52,63.65,52.09
431,1990,27,11,0.408,294.68,39.1,64.77,51.94
432,1990,28,11,0.404,294.6,40.78,68.19,54.49
433,1990,29,11,0.391,294.41,38.57,73.24,55.9
434,1990,30,11,0.377,294.17,35.88,77.75,56.81
435,1990,31,11,0.370,294.2,35.05,77.38,56.22
436,1990,32,11,0.364,294.33,33.02,73.44,53.23
437,1990,33,11,0.354,293.98,31.01,71.35,51.18
438,1990,34,11,0.342,293.12,31.03,72.89,51.96
439,1990,35,11,0.323,291.92,30.64,74.92,52.78
440,1990,36,11,0.303,290.33,32.3,78.47,55.39
441,1990,37,11,0.285,288.98,35.71,77.73,56.72
442,1990,38,11,0.273,287.98,39.71,71.33,55.52
443,1990,39,11,0.261,286.85,43.28,62.71,52.99
444,1990,40,11,0.246,285.68,45.12,50.52,47.82
445,1990,41,11,0.229,284.39,46.83,38.04,42.43
446,1990,42,11,0.201,282.71,43.36,33.67,38.51
447,1990,43,11,0.166,279.12,35.79,48.1,41.94
448,1990,44,11,0.137,275.87,32.05,47.09,39.57
449,1990,45,11,0.115,273.8,28.7,39.63,34.16
450,1990,46,11,0.100,271.39,29.78,38.29,34.03
451,1990,47,11,0.092,269.49,35.89,36.23,36.06
452,1990,48,11,0.083,267.74,36.7,37.95,37.33
453,1990,49,11,0.077,266.44,37.1,37.56,37.33
454,1990,50,11,0.077,265.85,42.85,34.32,38.58
455,1990,51,11,0.078,265.7,49.31,28.72,39.02
456,1990,52,11,0.081,265.92,56.68,24.02,40.35
457,1991,01,11,0.087,266.42,68.77,18.14,43.45
458,1991,02,11,0.097,267.1,77.79,13.8,45.79
459,1991,03,11,0.100,267.25,78.77,13.83,46.3
460,1991,04,11,0.093,265.62,71.55,23.45,47.5
461,1991,05,11,0.080,265.43,56.54,29.88,43.21
462,1991,06,11,0.069,266.04,42.61,34.03,38.32
463,1991,07,11,0.061,265.99,31.79,39.59,35.69
464,1991,08,11,0.058,266.85,26.52,42.2,34.36
465,1991,09,11,0.057,267.76,23.43,45.3,34.36
466,1991,10,11,0.059,269.39,19.89,47.55,33.72
467,1991,11,11,0.065,271.9,17.77,45.01,31.39
468,1991,12,11,0.076,275.41,16.94,42.95,29.94
469,1991,13,11,0.090,279.04,14.99,40.43,27.71
470,1991,14,11,0.103,281.55,10.01,42.6,26.31
471,1991,15,11,0.125,283.52,8.45,50.85,29.65
472,1991,16,11,0.154,285.25,9.25,61.21,35.23
473,1991,17,11,0.188,286.46,10.83,73.81,42.32
474,1991,18,11,0.232,288.36,15.59,78.11,46.85
475,1991,19,11,0.274,289.54,19.7,82.76,51.23
476,1991,20,11,0.316,290.45,24.64,85.8,55.22
477,1991,21,11,0.352,291.58,29.73,81.85,55.79
478,1991,22,11,0.381,292.45,35.79,75.98,55.88
479,1991,23,11,0.407,293.21,44.39,70.56,57.47
