,year,week,provinceID,SMN,SMT,VCI,TCI,VHI
49,1982,50,13,0.039,261.09,22.43,54.06,38.24
50,1982,51,13,0.036,258.69,23.3,56.56,39.93
51,1982,52,13,0.034,257.75,23.36,55.29,39.32
52,1983,01,13,0.032,257.7,24.44,53.37,38.9
53,1983,02,13,0.029,257.9,25.25,51.0,38.13
54,1983,03,13,0.030,257.78,26.98,50.43,38.7
55,1983,04,13,0.032,258.1,28.94,48.96,38.95
56,1983,05,13,0.034,259.35,29.45,46.67,38.06
57,1983,06,13,0.033,259.9,26.99,49.26,38.13
58,1983,07,13,0.034,261.24,24.47,51.16,37.81
59,1983,08,13,0.039,263.23,24.33,52.29,38.31
60,1983,09,13,0.045,266.49,25.49,51.57,38.53
61,1983,10,13,0.055,270.74,25.41,48.47,36.94
62,1983,11,13,0.066,275.56,26.21,39.53,32.87
63,1983,12,13,0.081,280.24,28.81,32.5,30.66
64,1983,13,13,0.102,285.09,34.61,23.88,29.24
65,1983,14,13,0.126,289.05,39.29,17.58,28.44
66,1983,15,13,0.149,291.9,40.79,15.94,28.37
67,1983,16,13,0.172,293.75,40.62,18.77,29.69
68,1983,17,13,0.198,295.46,40.81,22.27,31.54
69,1983,18,13,0.229,297.06,42.16,25.56,33.86
70,1983,19,13,0.260,297.72,41.78,34.54,38.16
71,1983,20,13,0.287,298.42,39.69,38.84,39.26
72,1983,21,13,0.308,299.2,37.37,39.34,38.35
73,1983,22,13,0.325,299.52,32.99,41.27,37.13
74,1983,23,13,0.335,299.24,27.12,45.88,36.5
75,1983,24,13,0.334,298.71,20.35,52.98,36.66
76,1983,25,13,0.330,298.67,17.75,56.87,37.31
77,1983,26,13,0.326,298.6,17.42,59.67,38.54
78,1983,27,13,0.317,298.39,16.08,62.29,39.18
79,1983,28,13,0.298,297.73,12.73,67.89,40.31
80,1983,29,13,0.276,297.07,9.98,74.19,42.09
81,1983,30,13,0.251,296.15,8.9,81.46,45.18
82,1983,31,13,0.242,295.59,10.67,84.59,47.63
83,1983,32,13,0.244,295.62,15.1,82.93,49.02
84,1983,33,13,0.251,295.95,22.64,78.93,50.79
85,1983,34,13,0.257,296.38,31.47,71.97,51.72
86,1983,35,13,0.260,296.95,41.21,57.38,49.29
87,1983,36,13,0.253,296.37,45.64,47.15,46.39
88,1983,37,13,0.240,295.78,46.71,34.07,40.39
89,1983,38,13,0.226,294.85,47.17,24.5,35.84
90,1983,39,13,0.212,292.95,46.36,24.47,35.41
91,1983,40,13,0.199,290.88,45.66,23.77,34.72
92,1983,41,13,0.180,288.39,43.94,23.89,33.91
93,1983,42,13,0.160,285.5,42.66,26.73,34.7
94,1983,43,13,0.135,282.26,39.26,33.15,36.21
95,1983,44,13,0.113,278.77,35.66,34.08,34.87
96,1983,45,13,0.098,275.77,33.93,33.87,33.9
97,1983,46,13,0.086,272.8,33.52,36.34,34.93
98,1983,47,13,0.076,269.49,34.03,42.62,38.33
99,1983,48,13,0.071,267.11,37.31,45.07,41.19
100,1983,49,13,0.064,264.99,39.36,46.29,42.83
101,1983,50,13,0.058,263.06,39.88,46.15,43.02
102,1983,51,13,0.053,260.54,39.79,49.58,44.68
103,1983,52,13,0.048,257.92,36.98,54.6,45.79
104,1984,01,13,0.046,256.24,37.53,58.2,47.86
105,1984,02,13,0.043,255.14,38.25,60.09,49.17
106,1984,03,13,0.042,254.22,37.65,61.55,49.6
107,1984,04,13,0.040,254.28,35.17,60.16,47.66
108,1984,05,13,0.036,255.34,31.36,57.99,44.68
109,1984,06,13,0.034,255.72,27.76,60.86,44.31
110,1984,07,13,0.033,256.13,23.94,65.43,44.68
111,1984,08,13,0.034,256.57,21.81,71.24,46.52
112,1984,09,13,0.035,258.29,20.1,76.09,48.1
113,1984,10,13,0.038,261.15,16.93,78.87,47.9
114,1984,11,13,0.043,265.13,15.51,74.47,44.99
115,1984,12,13,0.055,270.78,16.98,65.77,41.37
116,1984,13,13,0.069,276.68,19.64,55.32,37.48
117,1984,14,13,0.088,282.48,22.87,44.83,33.85
118,1984,15,13,0.109,286.9,24.83,40.79,32.81
119,1984,16,13,0.132,289.74,25.18,43.42,34.3
120,1984,17,13,0.160,292.34,26.41,45.61,36.01
121,1984,18,13,0.194,294.24,29.09,49.15,39.12
122,1984,19,13,0.236,295.04,32.01,58.86,45.44
123,1984,20,13,0.275,295.75,34.42,63.26,48.84
124,1984,21,13,0.310,296.32,37.34,65.01,51.17
125,1984,22,13,0.338,296.24,38.19,69.47,53.83
126,1984,23,13,0.358,295.71,38.62,75.41,57.01
127,1984,24,13,0.376,295.47,43.11,80.24,61.67
128,1984,25,13,0.392,295.72,52.09,81.97,67.03
129,1984,26,13,0.401,295.74,57.89,83.75,70.82
130,1984,27,13,0.403,295.98,60.62,82.67,71.65
131,1984,28,13,0.401,296.31,62.82,80.08,71.45
132,1984,29,13,0.394,296.46,63.25,79.94,71.6
133,1984,30,13,0.382,296.47,63.29,79.7,71.49
134,1984,31,13,0.366,296.21,62.39,80.21,71.3
135,1984,32,13,0.355,296.15,63.92,79.0,71.46
136,1984,33,13,0.344,295.75,66.23,81.0,73.61
137,1984,34,13,0.331,295.27,68.03,82.52,75.28
138,1984,35,13,0.315,294.54,68.97,81.49,75.23
139,1984,36,13,0.294,293.73,66.94,75.96,71.45
140,1984,37,13,0.274,293.06,65.17,65.1,65.13
141,1984,38,13,0.250,291.98,59.67,56.87,58.27
142,1984,39,13,0.223,290.25,52.15,54.06,53.1
143,1984,40,13,0.202,288.11,47.64,54.08,50.86
144,1984,41,13,0.186,285.82,46.86,51.37,49.12
145,1984,42,13,0.169,283.54,47.12,45.89,46.5
146,1984,43,13,0.146,280.93,44.58,43.85,44.22
147,1984,44,13,0.122,278.11,40.52,38.49,39.51
148,1984,45,13,0.104,275.14,37.48,37.49,37.48
149,1984,46,13,0.088,272.31,35.18,38.96,37.07
150,1984,47,13,0.078,270.37,35.96,38.39,37.17
151,1984,48,13,0.074,269.04,39.66,36.24,37.95
152,1984,49,13,0.072,269.36,46.23,27.48,36.85
153,1985,09,13,0.024,268.84,14.0,44.11,29.05
154,1985,10,13,0.023,269.82,9.64,51.18,30.41
155,1985,11,13,0.027,271.59,7.74,52.77,30.26
156,1985,12,13,0.034,274.58,7.51,52.32,29.91
157,1985,13,13,0.047,278.89,9.69,46.98,28.33
158,1985,14,13,0.065,283.23,13.36,41.66,27.51
159,1985,15,13,0.089,286.74,17.31,41.62,29.46
160,1985,16,13,0.118,289.53,20.65,44.43,32.54
161,1985,17,13,0.156,291.87,25.65,48.92,37.28
162,1985,18,13,0.196,293.36,30.33,56.57,43.45
163,1985,19,13,0.237,295.09,32.71,58.59,45.65
164,1985,20,13,0.269,295.96,32.44,61.45,46.95
165,1985,21,13,0.300,295.71,33.15,70.76,51.95
166,1985,22,13,0.328,295.63,33.73,75.1,54.41
167,1985,23,13,0.348,295.23,33.58,80.23,56.91
168,1985,24,13,0.362,294.57,35.18,88.68,61.93
169,1985,25,13,0.374,294.56,41.69,92.3,67.0
170,1985,26,13,0.380,294.66,46.72,93.24,69.98
171,1985,27,13,0.381,294.82,49.23,92.81,71.02
172,1985,28,13,0.380,295.27,52.27,89.28,70.78
173,1985,29,13,0.381,295.92,57.11,85.2,71.15
174,1985,30,13,0.380,296.55,62.48,79.44,70.96
175,1985,31,13,0.374,297.45,65.65,69.83,67.74
176,1985,32,13,0.364,298.04,68.07,62.76,65.41
177,1985,33,13,0.349,298.29,68.65,58.51,63.58
178,1985,34,13,0.330,298.07,67.53,56.53,62.03
179,1985,35,13,0.309,297.52,66.42,52.16,59.29
180,1985,36,13,0.285,296.21,62.52,49.26,55.89
181,1985,37,13,0.260,294.47,57.69,49.24,53.47
182,1985,38,13,0.238,292.81,53.48,47.66,50.57
183,1985,39,13,0.215,290.87,47.89,46.97,47.43
184,1985,40,13,0.186,288.36,39.87,50.75,45.31
185,1985,41,13,0.163,285.35,36.12,55.68,45.9
186,1985,42,13,0.140,282.83,33.86,52.74,43.3
187,1985,43,13,0.120,280.72,32.88,45.46,39.17
188,1985,44,13,0.105,277.73,32.37,40.73,36.55
189,1985,45,13,0.087,274.36,28.79,41.74,35.26
190,1985,46,13,0.066,270.66,23.36,47.45,35.41
191,1985,47,13,0.047,266.8,17.16,55.77,36.47
192,1985,48,13,0.037,262.35,14.65,66.95,40.8
193,1985,49,13,0.032,257.8,13.94,76.92,45.43
194,1985,50,13,0.027,254.2,11.11,81.9,46.5
195,1985,51,13,0.024,252.39,11.91,80.14,46.02
196,1985,52,13,0.023,250.7,12.18,79.48,45.83
197,1986,01,13,0.022,249.64,15.86,80.44,48.15
198,1986,02,13,0.022,249.98,19.43,77.44,48.44
199,1986,03,13,0.022,252.58,20.12,67.29,43.7
200,1986,04,13,0.021,255.15,19.66,58.23,38.94
201,1986,05,13,0.020,256.39,18.51,55.52,37.01
202,1986,06,13,0.019,258.32,16.34,53.78,35.06
203,1986,07,13,0.018,261.14,13.45,51.31,32.38
204,1986,08,13,0.018,263.59,12.27,51.0,31.63
205,1986,09,13,0.020,265.97,12.11,53.09,32.6
206,1986,10,13,0.023,269.01,9.31,54.14,31.72
207,1986,11,13,0.032,273.78,10.0,45.69,27.84
208,1986,12,13,0.047,279.48,13.22,35.25,24.23
209,1986,13,13,0.066,284.7,18.05,25.42,21.74
210,1986,14,13,0.094,288.38,25.44,20.51,22.97
211,1986,15,13,0.126,291.71,31.5,17.1,24.3
212,1986,16,13,0.158,294.35,34.6,15.28,24.94
213,1986,17,13,0.196,296.13,39.49,17.31,28.4
214,1986,18,13,0.237,297.47,44.54,22.07,33.3
215,1986,19,13,0.271,298.93,44.83,23.4,34.11
216,1986,20,13,0.300,300.45,44.16,20.27,32.22
217,1986,21,13,0.324,301.23,43.13,21.42,32.28
218,1986,22,13,0.342,301.67,40.18,22.88,31.53
219,1986,23,13,0.350,301.82,33.97,24.15,29.06
220,1986,24,13,0.350,301.73,28.48,27.47,27.97
221,1986,25,13,0.348,301.73,27.01,30.7,28.86
222,1986,26,13,0.339,301.58,23.94,34.4,29.17
223,1986,27,13,0.330,301.32,22.51,37.54,30.02
224,1986,28,13,0.320,301.19,23.49,39.0,31.25
225,1986,29,13,0.312,301.48,25.73,36.86,31.29
226,1986,30,13,0.307,302.09,31.75,30.82,31.28
227,1986,31,13,0.301,302.81,34.67,23.39,29.03
228,1986,32,13,0.289,302.83,34.22,20.67,27.44
229,1986,33,13,0.275,302.8,33.3,17.94,25.62
230,1986,34,13,0.256,302.29,30.64,16.96,23.8
231,1986,35,13,0.233,301.5,27.19,12.86,20.03
232,1986,36,13,0.207,299.78,21.71,11.13,16.42
233,1986,37,13,0.185,297.47,17.54,15.19,16.36
234,1986,38,13,0.165,294.88,15.03,24.23,19.63
235,1986,39,13,0.144,292.16,11.22,32.68,21.95
236,1986,40,13,0.121,288.91,7.19,44.2,25.7
237,1986,41,13,0.097,285.51,4.2,53.03,28.62
238,1986,42,13,0.072,282.21,2.0,57.47,29.74
239,1986,43,13,0.051,277.72,0.86,68.46,34.66
240,1986,44,13,0.037,273.03,0.4,71.13,35.76
241,1986,45,13,0.029,269.48,0.15,69.57,34.86
242,1986,46,13,0.023,267.51,0.09,63.97,32.03
243,1986,47,13,0.018,265.72,0.12,61.12,30.62
244,1986,48,13,0.015,263.96,0.22,59.85,30.03
245,1986,49,13,0.014,261.49,0.35,61.44,30.89
246,1986,50,13,0.017,258.86,1.77,63.55,32.66
247,1986,51,13,0.020,256.35,7.28,65.75,36.52
248,1986,52,13,0.021,254.23,11.0,67.84,39.42
249,1987,01,13,0.022,251.75,16.18,74.23,45.2
250,1987,02,13,0.022,250.5,19.5,76.36,47.93
251,1987,03,13,0.021,250.27,19.4,74.98,47.19
252,1987,04,13,0.018,250.48,17.23,72.62,44.92
253,1987,05,13,0.015,250.58,15.01,72.87,43.94
254,1987,06,13,0.014,251.71,13.06,72.91,42.98
255,1987,07,13,0.013,253.86,10.39,72.15,41.27
256,1987,08,13,0.013,255.52,9.3,74.27,41.79
257,1987,09,13,0.014,257.37,8.53,78.76,43.64
258,1987,10,13,0.015,258.49,5.28,87.21,46.24
259,1987,11,13,0.017,260.46,2.88,89.89,46.39
260,1987,12,13,0.021,263.04,1.28,92.24,46.76
261,1987,13,13,0.027,266.35,0.52,92.5,46.51
262,1987,14,13,0.034,269.73,0.25,95.3,47.77
263,1987,15,13,0.045,274.67,0.23,97.28,48.75
264,1987,16,13,0.064,280.32,0.35,95.48,47.91
265,1987,17,13,0.085,286.27,0.36,87.83,44.09
266,1987,18,13,0.110,290.32,0.33,81.12,40.73
267,1987,19,13,0.147,293.22,0.46,75.92,38.19
268,1987,20,13,0.185,295.38,0.58,67.37,33.98
269,1987,21,13,0.222,296.74,1.12,62.35,31.73
270,1987,22,13,0.262,297.71,3.11,58.02,30.57
271,1987,23,13,0.303,298.16,10.03,56.23,33.13
272,1987,24,13,0.341,298.94,23.58,52.29,37.93
273,1987,25,13,0.373,299.58,41.17,50.01,45.59
274,1987,26,13,0.393,299.9,54.11,49.48,51.8
275,1987,27,13,0.398,300.09,58.35,49.0,53.67
276,1987,28,13,0.394,300.21,59.46,48.28,53.87
277,1987,29,13,0.382,300.26,57.47,48.24,52.86
278,1987,30,13,0.363,299.9,55.62,50.7,53.16
279,1987,31,13,0.345,298.89,53.47,57.86,55.66
280,1987,32,13,0.334,298.2,54.62,61.75,58.19
281,1987,33,13,0.323,297.57,56.1,65.29,60.7
282,1987,34,13,0.309,296.9,57.07,67.66,62.37
283,1987,35,13,0.293,296.15,57.67,65.83,61.75
284,1987,36,13,0.275,295.07,56.99,61.49,59.24
285,1987,37,13,0.253,293.45,53.93,60.97,57.45
286,1987,38,13,0.229,291.74,48.97,59.88,54.43
287,1987,39,13,0.204,289.75,42.95,59.4,51.17
288,1987,40,13,0.179,287.35,37.1,62.1,49.6
289,1987,41,13,0.156,284.32,33.55,66.91,50.23
290,1987,42,13,0.131,280.56,30.28,74.67,52.48
291,1987,43,13,0.104,276.24,25.82,80.64,53.23
292,1987,44,13,0.081,270.4,21.45,87.18,54.32
293,1987,45,13,0.065,265.68,18.09,89.73,53.91
294,1987,46,13,0.052,262.52,16.23,88.52,52.38
295,1987,47,13,0.045,260.91,16.41,83.21,49.81
296,1987,48,13,0.040,260.44,16.76,75.09,45.93
297,1987,49,13,0.038,260.59,19.1,65.03,42.07
298,1987,50,13,0.035,260.84,19.16,55.49,37.33
299,1987,51,13,0.033,260.82,20.44,48.92,34.68
300,1987,52,13,0.034,260.03,23.33,47.95,35.64
301,1988,01,13,0.036,259.09,28.18,49.42,38.8
302,1988,02,13,0.036,258.37,31.46,50.2,40.83
303,1988,03,13,0.036,258.57,32.47,48.56,40.52
304,1988,04,13,0.036,259.27,32.06,46.06,39.06
305,1988,05,13,0.037,259.43,31.63,46.97,39.3
306,1988,06,13,0.036,260.0,29.3,49.22,39.26
307,1988,07,13,0.036,260.67,25.93,52.7,39.31
308,1988,08,13,0.040,261.99,25.43,55.51,40.47
309,1988,09,13,0.042,262.73,23.98,62.6,43.29
310,1988,10,13,0.043,263.89,19.91,70.12,45.01
311,1988,11,13,0.051,266.02,19.41,71.23,45.32
312,1988,12,13,0.058,269.25,18.4,70.48,44.44
313,1988,13,13,0.065,273.32,18.03,66.85,42.44
314,1988,14,13,0.081,277.58,19.88,64.23,42.05
315,1988,15,13,0.107,281.22,24.19,67.46,45.83
316,1988,16,13,0.141,284.73,28.52,71.71,50.11
317,1988,17,13,0.172,287.09,31.15,80.94,56.04
318,1988,18,13,0.203,288.95,32.41,87.14,59.77
319,1988,19,13,0.232,290.07,30.72,93.61,62.16
320,1988,20,13,0.262,291.63,29.68,92.73,61.2
321,1988,21,13,0.289,293.07,28.88,89.71,59.29
322,1988,22,13,0.314,293.7,27.93,88.33,58.13
323,1988,23,13,0.339,294.27,29.51,85.99,57.75
324,1988,24,13,0.366,295.27,37.82,81.68,59.75
325,1988,25,13,0.380,295.86,45.01,80.87,62.94
326,1988,26,13,0.387,296.51,50.42,77.75,64.09
327,1988,27,13,0.395,297.26,56.7,72.62,64.66
328,1988,28,13,0.401,297.93,62.62,67.31,64.97
329,1988,29,13,0.398,298.48,64.97,63.47,64.22
330,1988,30,13,0.386,298.67,65.41,61.34,63.38
331,1988,31,13,0.370,298.67,64.2,59.58,61.89
332,1988,32,13,0.347,298.69,60.58,57.24,58.91
333,1988,33,13,0.320,298.28,54.65,58.72,56.68
334,1988,34,13,0.291,296.97,47.91,66.77,57.34
335,1988,35,13,0.266,295.47,43.65,72.28,57.97
336,1988,36,13,0.245,293.8,41.36,74.6,57.98
337,1988,37,13,0.232,292.15,42.83,74.84,58.84
338,1988,38,13,0.224,290.51,46.22,73.07,59.65
339,1988,39,13,0.225,289.0,53.33,67.05,60.19
340,1988,40,13,0.230,287.61,62.26,58.69,60.48
341,1988,41,13,0.220,284.83,64.09,61.18,62.64
342,1988,42,13,0.211,282.24,67.47,58.35,62.91
343,1988,43,13,0.195,279.24,67.34,57.41,62.37
344,1988,44,13,0.172,276.0,63.97,52.35,58.16
345,1988,45,13,0.143,273.66,57.02,46.0,51.51
346,1988,46,13,0.118,272.25,51.3,39.34,45.32
347,1988,47,13,0.098,270.7,47.72,36.83,42.27
348,1988,48,13,0.084,269.61,46.37,33.75,40.06
349,1988,49,13,0.074,268.43,47.18,31.59,39.39
350,1988,50,13,0.065,267.64,45.88,27.42,36.65
351,1988,51,13,0.060,267.19,46.36,24.3,35.33
352,1988,52,13,0.057,267.14,44.99,22.67,33.83
353,1989,01,13,0.055,267.6,45.27,19.3,32.29
354,1989,02,13,0.056,268.98,49.27,13.61,31.44
355,1989,03,13,0.057,270.41,49.74,9.81,29.77
356,1989,04,13,0.059,271.84,50.22,7.09,28.66
357,1989,05,13,0.062,272.53,50.63,7.32,28.97
358,1989,06,13,0.066,273.67,49.8,9.22,29.51
359,1989,07,13,0.071,275.3,48.5,10.64,29.57
360,1989,08,13,0.077,277.09,46.84,11.65,29.25
361,1989,09,13,0.086,279.31,47.52,12.42,29.97
362,1989,10,13,0.102,281.45,49.64,13.92,31.78
363,1989,11,13,0.119,283.58,52.38,12.14,32.26
364,1989,12,13,0.141,285.59,56.91,13.3,35.1
365,1989,13,13,0.167,287.6,64.38,14.18,39.28
366,1989,14,13,0.196,289.49,69.34,15.52,42.43
367,1989,15,13,0.226,291.28,71.5,18.88,45.19
368,1989,16,13,0.261,292.87,73.36,24.12,48.74
369,1989,17,13,0.291,294.06,74.03,32.69,53.36
370,1989,18,13,0.321,295.14,74.54,41.59,58.07
371,1989,19,13,0.348,295.75,73.09,52.8,62.94
372,1989,20,13,0.368,296.06,70.3,60.95,65.63
373,1989,21,13,0.379,296.73,66.24,62.05,64.15
374,1989,22,13,0.378,297.2,57.24,61.86,59.55
375,1989,23,13,0.370,297.37,44.8,62.26,53.53
376,1989,24,13,0.357,297.72,32.84,62.11,47.47
377,1989,25,13,0.347,298.23,26.77,61.33,44.05
378,1989,26,13,0.342,299.01,25.98,56.82,41.4
379,1989,27,13,0.333,299.71,24.27,51.76,38.02
380,1989,28,13,0.317,300.3,21.6,46.86,34.23
381,1989,29,13,0.297,300.91,19.04,41.86,30.45
382,1989,30,13,0.269,301.07,15.61,39.54,27.57
383,1989,31,13,0.249,301.54,13.19,34.01,23.6
384,1989,32,13,0.234,302.12,10.46,26.46,18.46
385,1989,33,13,0.217,301.55,7.27,28.8,18.04
386,1989,34,13,0.205,300.48,6.96,33.42,20.19
387,1989,35,13,0.193,298.9,8.08,38.04,23.06
388,1989,36,13,0.185,296.71,11.1,43.48,27.29
389,1989,37,13,0.182,294.87,16.48,44.04,30.26
390,1989,38,13,0.183,292.66,24.51,48.67,36.59
391,1989,39,13,0.193,290.72,36.61,47.97,42.29
392,1989,40,13,0.205,288.95,48.83,43.78,46.3
393,1989,41,13,0.209,286.93,58.35,38.67,48.51
394,1989,42,13,0.212,284.78,67.36,33.21,50.28
395,1989,43,13,0.210,282.35,73.81,32.13,52.97
396,1989,44,13,0.203,280.27,78.16,23.88,51.02
397,1989,45,13,0.185,278.47,77.32,18.08,47.7
398,1989,46,13,0.158,275.43,72.54,22.52,47.53
399,1989,47,13,0.133,272.34,68.23,28.87,48.55
400,1989,48,13,0.112,269.97,64.68,32.18,48.43
401,1989,49,13,0.097,268.42,66.1,31.82,48.96
402,1989,50,13,0.083,266.32,62.62,33.1,47.86
403,1989,51,13,0.073,265.42,58.3,31.2,44.75
404,1989,52,13,0.069,265.67,57.03,27.92,42.48
405,1990,01,13,0.071,266.54,59.91,23.08,41.49
406,1990,02,13,0.075,267.87,65.57,17.15,41.36
407,1990,03,13,0.081,269.59,70.41,11.9,41.16
408,1990,04,13,0.090,271.62,74.62,7.36,40.99
409,1990,05,13,0.100,274.04,79.1,2.9,41.0
410,1990,06,13,0.115,276.66,83.94,0.72,42.33
411,1990,07,13,0.137,278.9,90.51,0.45,45.48
412,1990,08,13,0.157,281.02,93.65,0.33,46.99
413,1990,09,13,0.176,283.37,95.18,0.31,47.75
414,1990,10,13,0.198,285.79,97.03,0.19,48.61
415,1990,11,13,0.215,286.88,97.7,1.11,49.41
416,1990,12,13,0.231,288.9,97.77,1.7,49.73
417,1990,13,13,0.238,290.41,95.5,3.71,49.6
418,1990,14,13,0.244,291.16,89.19,8.5,48.84
419,1990,15,13,0.254,291.39,81.68,18.32,50.0
420,1990,16,13,0.270,291.52,76.45,32.56,54.5
421,1990,17,13,0.299,292.16,76.8,46.98,61.89
422,1990,18,13,0.341,293.28,81.38,57.31,69.35
423,1990,19,13,0.370,294.28,81.38,66.06,73.72
424,1990,20,13,0.389,294.9,78.72,71.28,75.0
425,1990,21,13,0.391,294.95,71.97,77.7,74.84
426,1990,22,13,0.387,294.84,62.1,82.17,72.14
427,1990,23,13,0.382,294.9,52.01,83.06,67.53
428,1990,24,13,0.379,295.07,45.43,84.39,64.91
429,1990,25,13,0.378,295.91,44.45,80.87,62.66
430,1990,26,13,0.373,296.69,42.99,76.19,59.59
431,1990,27,13,0.368,297.17,42.71,73.16,57.94
432,1990,28,13,0.363,297.53,44.24,70.19,57.21
433,1990,29,13,0.351,297.8,43.7,68.83,56.27
434,1990,30,13,0.334,297.83,43.2,68.21,55.7
435,1990,31,13,0.316,297.87,41.51,66.22,53.87
436,1990,32,13,0.304,297.86,41.58,64.33,52.95
437,1990,33,13,0.293,297.53,42.18,65.34,53.76
438,1990,34,13,0.281,296.85,43.42,67.92,55.67
439,1990,35,13,0.266,295.76,44.29,69.68,56.99
440,1990,36,13,0.252,294.41,45.1,68.85,56.98
441,1990,37,13,0.238,292.97,46.0,66.68,56.34
442,1990,38,13,0.225,291.72,46.56,60.45,53.5
443,1990,39,13,0.215,290.36,48.24,52.95,50.59
444,1990,40,13,0.205,288.8,49.58,46.54,48.06
445,1990,41,13,0.192,287.03,50.86,38.71,44.78
446,1990,42,13,0.171,284.88,49.15,32.95,41.05
447,1990,43,13,0.143,281.14,43.95,42.24,43.1
448,1990,44,13,0.115,278.14,37.84,38.31,38.07
449,1990,45,13,0.093,276.06,32.82,32.16,32.49
450,1990,46,13,0.075,273.14,28.99,34.53,31.76
451,1990,47,13,0.064,270.87,27.77,35.82,31.8
452,1990,48,13,0.054,268.46,26.47,38.76,32.62
453,1990,49,13,0.048,266.34,27.11,40.5,33.8
454,1990,50,13,0.044,264.38,26.91,40.99,33.95
455,1990,51,13,0.041,263.46,27.6,38.87,33.24
456,1990,52,13,0.041,263.27,30.48,36.5,33.49
457,1991,01,13,0.045,264.12,36.9,31.5,34.2
458,1991,02,13,0.049,265.34,43.37,25.72,34.54
459,1991,03,13,0.051,265.67,46.16,24.61,35.38
460,1991,04,13,0.050,264.44,43.83,29.41,36.62
461,1991,05,13,0.045,264.46,38.09,31.33,34.71
462,1991,06,13,0.041,265.37,32.5,33.17,32.83
463,1991,07,13,0.038,265.72,26.65,37.99,32.32
464,1991,08,13,0.038,267.51,24.21,39.36,31.78
465,1991,09,13,0.042,269.53,23.77,41.93,32.85
466,1991,10,13,0.046,272.27,21.25,43.28,32.26
467,1991,11,13,0.052,275.03,19.51,40.98,30.24
468,1991,12,13,0.062,278.65,20.48,37.78,29.13
469,1991,13,13,0.077,282.08,23.31,34.75,29.03
470,1991,14,13,0.092,284.81,24.73,34.98,29.85
471,1991,15,13,0.118,287.2,28.57,39.41,33.99
472,1991,16,13,0.154,289.12,33.48,47.25,40.37
473,1991,17,13,0.191,290.48,37.91,59.57,48.74
474,1991,18,13,0.231,292.12,42.68,67.04,54.86
475,1991,19,13,0.268,292.72,43.7,80.23,61.97
476,1991,20,13,0.307,293.03,46.45,88.05,67.25
477,1991,21,13,0.343,293.82,51.01,87.6,69.31
478,1991,22,13,0.370,294.69,53.35,83.45,68.4
479,1991,23,13,0.389,295.41,55.29,78.93,67.11
